stud.id,name,gender,age,height,weight,religion,nc.score,semester,major,minor,score1,score2,online.tutorial,graduated,salary
433864,"Moreau, Jaime",Female,21,165,67.9,Catholic,2.1,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
695406,"Gandy, Nicholas",Male,18,183,79,Other,2.91,3rd,Mathematics and Statistics,Biology,95,91,0,0,NA
547835,"Perez, Brandon",Male,20,172,75.5,Protestant,2.28,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
246655,"Holt, Tony",Male,20,178,73.5,Other,1.36,3rd,Biology,Economics and Finance,75,82,0,0,NA
580189,"Lopez, Judah",Male,25,190,90.8,Other,1.35,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
332268,"Wesolowski, Oshay",Male,20,186,88.4,Catholic,2.96,3rd,Mathematics and Statistics,Social Sciences,88,90,0,0,NA
387605,"Martinez, Shonneysha",Female,22,159,66.3,Protestant,1.12,3rd,Mathematics and Statistics,Social Sciences,86,88,0,0,NA
758557,"Evans, Kyle",Male,52,175,73.1,Catholic,3.33,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
859765,"Chang, Kenneth",Male,22,184,87.8,Protestant,1.89,5th,Mathematics and Statistics,Economics and Finance,91,93,0,0,NA
917946,"Avena Chavez, Santa-Li",Female,24,162,64.2,Catholic,1.82,3rd,Social Sciences,Mathematics and Statistics,41,41,1,0,NA
163521,"Mascarenaz, Erica",Female,22,168,69.2,Protestant,2.81,>6th,Social Sciences,Mathematics and Statistics,43,47,0,1,28281.25028
676636,"Young, Leyla",Female,21,160,64.9,Catholic,2.43,>6th,Environmental Sciences,Social Sciences,76,63,0,1,32539.14609
420995,"Aofia, Michael",Male,21,169,65.7,Catholic,1.23,4th,Economics and Finance,Mathematics and Statistics,66,63,1,1,55068.7269
348708,"Peterson, Isabella",Female,20,164,65.6,Other,2.43,>6th,Political Science,Biology,62,48,1,0,NA
600069,"Austin, Vanya",Female,22,156,63.1,Catholic,1.27,3rd,Political Science,Economics and Finance,55,60,0,0,NA
687273,"James, Samantha",Female,19,164,69.8,Muslim,2.39,1st,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
551816,"Metts, Nathanial",Male,19,177,73.5,Protestant,2.7,1st,Economics and Finance,Political Science,NA,NA,0,0,NA
804927,"Xiong, Devonte",Male,21,184,85.8,Other,3.06,6th,Mathematics and Statistics,Environmental Sciences,91,88,1,0,NA
682258,"Demming, Rachel",Female,20,167,67.7,Other,3.06,4th,Political Science,Mathematics and Statistics,45,63,1,0,NA
940537,"Reedy, Easton",Male,23,168,67.9,Other,1.84,3rd,Environmental Sciences,Social Sciences,60,79,0,0,NA
566237,"Kester, Ashley",Female,19,146,61.4,Orthodox,1.39,3rd,Social Sciences,Economics and Finance,41,50,0,0,NA
839045,"Gibson, Leeanne",Female,21,160,73.3,Protestant,1.09,5th,Environmental Sciences,Political Science,62,75,1,1,31538.50718
497703,"Giles, Savannah",Female,62,167,69.8,Protestant,1.18,3rd,Environmental Sciences,Social Sciences,74,79,1,0,NA
370444,"Holloway, Jerry",Male,20,179,76.5,Other,2.19,4th,Biology,Economics and Finance,84,76,0,0,NA
919951,"Xiong, Steven",Male,20,182,81.6,Protestant,2.23,3rd,Environmental Sciences,Social Sciences,68,78,1,0,NA
984109,"Hardy, Katherine",Female,21,168,70.5,Catholic,2.56,2nd,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
636459,"Taylor, Mariah",Female,33,174,74.1,Catholic,2.23,5th,Biology,Social Sciences,76,78,0,0,NA
304552,"Lowe, Luis",Male,22,183,83.5,Other,2.65,4th,Biology,Political Science,79,77,1,0,NA
262656,"Choi, Joseph",Male,21,188,90,Other,1.54,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
147207,"Barkers, Tina",Female,22,165,66.4,Other,2.49,4th,Social Sciences,Economics and Finance,53,50,0,1,17552.54847
918797,"Romero, Olivia",Female,54,162,70.5,Other,3.16,3rd,Environmental Sciences,Mathematics and Statistics,79,80,1,0,NA
210339,"Coffaro, Ciara",Female,24,175,73.4,Muslim,1.45,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
289435,"Ibarra-Varela, Rachelle",Female,25,154,64.5,Catholic,1.17,2nd,Social Sciences,Biology,NA,NA,0,0,NA
821821,"Ahuja, Kashief",Male,23,182,81.5,Catholic,1,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
496439,"Singh, Duane",Male,22,178,74.3,Catholic,3.77,1st,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
891966,"John, Vincent",Male,21,165,69.6,Protestant,1.11,6th,Environmental Sciences,Political Science,71,68,1,0,NA
307342,"Guerrero, Shayla",Female,20,171,75.8,Protestant,1.6,3rd,Economics and Finance,Biology,73,70,0,0,NA
813146,"Chase, Mary",Female,21,162,67.1,Protestant,1.13,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
444288,"Boden, Thomas",Male,20,175,72.3,Catholic,1.36,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
300616,"Marquez, Sabrina",Female,26,157,63.4,Protestant,2.2,3rd,Political Science,Environmental Sciences,64,54,0,0,NA
380497,"Zander, Blake",Male,56,175,71.1,Catholic,2.92,5th,Environmental Sciences,Economics and Finance,79,72,1,1,37119.17681
747676,"Gabbert, Joe",Male,23,182,80.3,Other,2.66,6th,Environmental Sciences,Social Sciences,73,74,1,0,NA
338361,"Ruff, Ryan",Male,20,162,64.5,Other,1.78,1st,Biology,Economics and Finance,NA,NA,0,0,NA
854188,"Lopez, Jasper",Male,44,185,83.6,Catholic,1.03,6th,Economics and Finance,Environmental Sciences,71,63,1,1,55860.90432
273444,"Diep, Osvaldo",Male,21,191,95,Other,1.58,5th,Environmental Sciences,Political Science,76,72,1,1,45850.63516
958539,"Irineo, Jameil",Male,19,171,69.9,Catholic,3.43,4th,Political Science,Social Sciences,53,54,0,0,NA
272097,"Villalobos-Valdez, Tanaea",Female,22,170,72.5,Catholic,1.86,1st,Biology,Political Science,NA,NA,0,0,NA
866648,"Krishnan, Tylor",Male,26,167,66.9,Protestant,2.82,5th,Social Sciences,Economics and Finance,43,43,1,1,24694.91265
742744,"Nguyen, Kristopher",Male,24,178,75,Catholic,2.73,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
740496,"Coleman, Samantha",Female,26,172,70.8,Catholic,1.26,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
534618,"Union, Kathryn",Female,19,162,64.3,Protestant,3.45,3rd,Economics and Finance,Social Sciences,67,60,1,0,NA
836337,"Kim, Dylan",Male,22,176,72,Catholic,1.94,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
864015,"Davila, Jordan",Male,26,162,67.4,Protestant,3.23,5th,Biology,Political Science,79,75,0,0,NA
262113,"Heyward, Conor",Male,22,176,81,Other,1.75,6th,Mathematics and Statistics,Biology,95,94,1,1,48453.00423
671812,"Goodwin, Hanako",Female,20,167,66,Protestant,1.03,3rd,Political Science,Biology,56,61,1,0,NA
679499,"Knox, Sherman",Male,23,167,65.7,Catholic,3.71,3rd,Mathematics and Statistics,Environmental Sciences,90,89,1,0,NA
187033,"Lor, Isaiah",Male,19,178,76.2,Other,3.7,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
567590,"Nagel, Efrain",Male,22,177,74.2,Protestant,3.63,5th,Economics and Finance,Political Science,72,63,1,1,57091.46248
943880,"Guo, Humberto",Male,21,161,67.3,Catholic,3.99,>6th,Biology,Mathematics and Statistics,76,82,1,1,48904.29012
976855,"Garcia, Taylor",Female,21,151,60.6,Catholic,1.48,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
655332,"Barron, Darren",Male,21,188,86.5,Other,1.98,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
338785,"Jones, Latesha",Female,23,162,66.7,Catholic,2.21,1st,Social Sciences,Political Science,NA,NA,0,0,NA
594474,"Eichie, Samantha",Female,21,166,72.6,Catholic,3.53,>6th,Economics and Finance,Social Sciences,64,66,1,1,34371.44642
963784,"Rincon, Andrea",Female,22,170,69.7,Other,1.29,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
584969,"Lor, Boquan",Male,20,182,79.5,Protestant,1.2,4th,Mathematics and Statistics,Biology,88,90,1,0,NA
648067,"Blocker, Mayra",Female,24,174,77.4,Catholic,1.31,4th,Social Sciences,Environmental Sciences,47,44,1,1,34849.21479
946209,"Completo, James",Male,20,179,80.1,Protestant,1.05,3rd,Biology,Economics and Finance,79,74,0,0,NA
541840,"Trang, Jesse",Male,23,188,81.2,Other,3.99,5th,Environmental Sciences,Economics and Finance,75,80,1,0,NA
551681,"Kanamu-Santos, Blaine",Male,21,181,76.9,Protestant,3.06,3rd,Economics and Finance,Social Sciences,63,67,1,0,NA
756389,"Slechter, Anushkaran",Male,20,166,69.9,Other,1.62,4th,Biology,Environmental Sciences,74,78,1,0,NA
641978,"Proctor, Sophearath",Female,20,158,58.7,Muslim,1.66,5th,Social Sciences,Mathematics and Statistics,43,43,0,1,28125.03134
228062,"Tram, Cristian",Male,20,169,70.9,Catholic,3.16,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
613299,"Gutierrez, Sierra",Female,23,147,55.4,Catholic,1.46,5th,Social Sciences,Biology,42,46,0,0,NA
940781,"Childress, Avey",Female,21,156,61,Orthodox,3.35,4th,Economics and Finance,Environmental Sciences,77,81,1,1,52930.7619
632219,"Terrazas, Rosangelica",Female,22,142,55.3,Muslim,2.81,5th,Political Science,Mathematics and Statistics,53,64,1,1,29783.7593
311901,"Lattimer, Steven",Male,20,183,79.6,Other,1.4,6th,Environmental Sciences,Social Sciences,77,72,1,1,47613.40818
643511,"Cutchlow, Cinead",Female,19,171,70.4,Protestant,1.11,3rd,Economics and Finance,Biology,62,61,1,0,NA
314061,"Colmenero, Shakayla",Female,20,176,77.2,Other,1.06,3rd,Economics and Finance,Mathematics and Statistics,70,71,1,0,NA
205622,"Jones, Jennifer",Female,19,171,73.4,Protestant,1.06,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
862796,"Horton, Bronzelle",Male,21,170,71.6,Protestant,3.54,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
394956,"The, Roger",Male,22,180,82.6,Orthodox,2.84,>6th,Mathematics and Statistics,Biology,90,90,1,1,45818.55306
644716,"Kahn, Markio",Male,23,179,81.2,Catholic,1.61,3rd,Political Science,Social Sciences,56,65,1,0,NA
647762,"Moua, Richard",Male,18,182,74.8,Catholic,1.95,4th,Biology,Social Sciences,77,74,1,0,NA
845734,"Ajibade, Kelly",Female,20,184,85,Protestant,2.19,3rd,Social Sciences,Biology,40,47,1,0,NA
503216,"Al-Najar, Shanda",Female,21,148,60.5,Muslim,1.28,6th,Environmental Sciences,Social Sciences,75,79,0,0,NA
664116,"Pasillas, Tayisha",Female,22,157,62,Catholic,1.24,6th,Biology,Environmental Sciences,76,73,0,0,NA
787907,"Valadez, William",Male,26,170,73.4,Protestant,1.31,3rd,Environmental Sciences,Economics and Finance,70,70,0,0,NA
562337,"Norman, Devin",Male,21,174,71.8,Protestant,1.04,3rd,Economics and Finance,Environmental Sciences,67,62,0,0,NA
678421,"Tanner, Karissa",Female,19,159,67.6,Muslim,1.02,4th,Environmental Sciences,Political Science,73,71,0,0,NA
360291,"Barnes, Genevieve",Female,18,146,56.5,Other,1.66,3rd,Biology,Mathematics and Statistics,86,81,1,0,NA
918685,"Willis, Kelsey",Female,36,173,73,Catholic,1.14,3rd,Environmental Sciences,Economics and Finance,66,66,1,0,NA
404816,"Valles Duarte, Arely",Female,21,165,64.9,Orthodox,1.28,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
273967,"Chessani, Leah",Female,20,160,64.9,Other,1.61,4th,Mathematics and Statistics,Environmental Sciences,83,93,1,0,NA
148957,"Yates, Yuko",Female,20,168,70.4,Other,3.62,6th,Social Sciences,Mathematics and Statistics,48,41,0,0,NA
291406,"Saenz, Sebastian",Male,20,176,75.7,Catholic,2.44,5th,Economics and Finance,Mathematics and Statistics,71,57,0,1,53682.70811
800311,"Galvan, Kaleah",Female,21,166,66.6,Catholic,1.03,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
244559,"Mcclanahan-Saenz, Charles",Male,19,166,63.5,Other,2.17,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
533466,"Archuleta, Collins",Male,22,183,78.5,Catholic,1.72,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
113042,"Kang, Darius",Male,21,174,78.1,Other,2.06,4th,Environmental Sciences,Mathematics and Statistics,70,76,1,0,NA
234038,"Williams, Richard",Male,21,189,90.1,Other,1.2,6th,Environmental Sciences,Political Science,65,73,1,1,44725.97032
564180,"Herzog, Kathleen",Female,19,166,68.9,Orthodox,1.62,3rd,Social Sciences,Biology,42,56,1,0,NA
369078,"Vigil Jr, Jalissah",Female,20,170,67.5,Catholic,1.4,3rd,Economics and Finance,Environmental Sciences,61,73,1,0,NA
431352,"Chung, Aarin",Male,24,188,88.5,Other,2.01,3rd,Mathematics and Statistics,Environmental Sciences,91,95,1,0,NA
651544,"Cantor, Makyia",Female,22,156,65.3,Orthodox,1.47,1st,Social Sciences,Political Science,NA,NA,0,0,NA
258967,"Brawner, Dylan",Male,20,172,73.7,Protestant,3.76,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
217511,"Cooper, Paige",Female,21,167,68,Protestant,1.39,3rd,Environmental Sciences,Social Sciences,62,76,1,0,NA
606697,"Tilong, Alexandra",Female,64,175,70.8,Protestant,1.46,3rd,Environmental Sciences,Social Sciences,75,78,1,0,NA
166592,"Rockwell, Brandon",Male,21,170,69.2,Other,1.44,4th,Biology,Social Sciences,75,76,1,1,45942.99839
612243,"Richardson, Werner",Male,22,177,75.1,Protestant,3.25,3rd,Environmental Sciences,Biology,77,70,1,0,NA
415647,"Keese, Matthew",Male,21,187,85.6,Catholic,3.8,5th,Economics and Finance,Biology,68,66,1,1,61023.75202
879032,"Benavides-Garcia, Monique",Female,23,164,72,Other,3.68,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
680453,"Nelms, Hannah",Female,22,166,69.7,Other,1.53,6th,Social Sciences,Environmental Sciences,46,47,1,1,26721.84073
490052,"Hathaway, Anthony",Male,19,169,68.9,Catholic,2.79,6th,Political Science,Economics and Finance,63,56,0,0,NA
739271,"Makaiwi, Yihang",Male,19,178,80.5,Other,2.28,5th,Environmental Sciences,Social Sciences,73,68,1,0,NA
758594,"Perkins, Luke",Male,25,189,89.1,Protestant,2.12,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
930229,"King, Eliseo",Male,57,170,71.2,Catholic,2.98,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
161929,"Rodrigues, Holli",Female,19,164,68.5,Other,1.1,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
225866,"Smith, Christopher",Male,20,194,95.2,Catholic,1.32,3rd,Mathematics and Statistics,Political Science,91,85,1,0,NA
465662,"Matthews, Dakota",Male,23,179,73.8,Catholic,2.49,5th,Economics and Finance,Political Science,66,65,1,1,60414.20593
931876,"Lubang, Karla",Female,22,163,63,Catholic,2.88,3rd,Political Science,Biology,47,64,0,0,NA
504616,"Dodson, Da'Nasia",Female,22,156,61.8,Catholic,2.14,3rd,Political Science,Economics and Finance,54,55,0,0,NA
937300,"Fayne, Alexis",Female,25,172,69.5,Muslim,3.43,1st,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
606640,"Goolsby, Alysha",Female,19,161,68.2,Muslim,3.85,4th,Biology,Environmental Sciences,75,79,1,0,NA
146915,"Eisenbarth, Jaquon",Male,20,173,72.3,Muslim,3.68,5th,Political Science,Biology,55,46,1,1,36488.98065
558071,"Morales, Lorena",Female,21,160,62.6,Muslim,1.26,1st,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
287201,"Hollier, Kirsten",Female,22,148,58.3,Catholic,1.46,3rd,Biology,Political Science,77,71,0,0,NA
711692,"Smith, Maivy",Female,21,153,60.7,Muslim,2.51,1st,Social Sciences,Biology,NA,NA,0,0,NA
933428,"Davidson, Veronica",Female,23,172,72.9,Catholic,3.71,6th,Biology,Social Sciences,75,76,1,1,36218.48178
935982,"Sullivan, Jeong Min",Male,19,177,77.9,Protestant,3,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
910546,"Maes, Zoe",Female,19,163,69.2,Catholic,1.99,1st,Social Sciences,Political Science,NA,NA,0,0,NA
715472,"Hill, Kelsey",Female,21,178,79.5,Muslim,2.49,4th,Political Science,Mathematics and Statistics,51,56,1,1,41806.47756
408668,"Kitashima, Luis",Male,25,172,72.9,Protestant,1.14,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
175825,"Frank, Kendall",Female,21,159,64.4,Protestant,1.52,3rd,Environmental Sciences,Biology,64,72,1,0,NA
706758,"Juarez, Anabel",Female,21,161,63.9,Protestant,1.43,5th,Political Science,Economics and Finance,56,58,0,1,32055.08294
205960,"Vargas, Kimberly",Female,24,162,63.2,Other,2.66,4th,Biology,Economics and Finance,79,78,1,0,NA
313966,"Valencia, Rachel",Female,22,174,73.5,Catholic,1.95,2nd,Biology,Political Science,NA,NA,0,0,NA
690152,"Rodgers, Amanda",Female,21,164,68.9,Catholic,1.57,4th,Economics and Finance,Political Science,63,68,1,0,NA
807995,"Hawkins, Dustin",Male,20,187,87.9,Orthodox,2.46,6th,Environmental Sciences,Economics and Finance,79,69,1,0,NA
334242,"Lopez, Kristina",Female,22,172,72.3,Orthodox,2.93,4th,Social Sciences,Environmental Sciences,52,53,1,0,NA
822123,"Lechuga, Aidan",Male,19,176,76.6,Catholic,1.1,4th,Mathematics and Statistics,Biology,87,87,0,1,45176.64529
238431,"Thomas, Emily",Female,20,155,57.1,Other,1.16,2nd,Biology,Political Science,NA,NA,0,0,NA
819624,"Eifler, Wynter",Female,24,153,60.7,Protestant,1.07,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
323608,"Kief, Kenneth",Male,20,167,69.8,Orthodox,2.76,6th,Economics and Finance,Mathematics and Statistics,63,70,1,1,56720.38726
365756,"Petersen, Skylar",Male,22,181,83.2,Catholic,1.77,4th,Political Science,Environmental Sciences,58,62,0,1,70931.61002
282686,"Davis, Jasmine",Female,21,162,66.3,Catholic,1.14,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
922674,"Vo, Anthony",Male,21,192,94.1,Muslim,1.09,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
870249,"Minter, Rachel",Female,22,162,65.5,Protestant,3.82,3rd,Political Science,Mathematics and Statistics,50,56,0,0,NA
847605,"Bradley, Adam",Male,19,175,75.3,Other,2.37,3rd,Environmental Sciences,Biology,73,80,1,0,NA
674330,"Chidambaram, Erin",Male,20,179,74.5,Other,1.25,3rd,Mathematics and Statistics,Social Sciences,89,89,1,0,NA
862330,"Mo, Avery",Male,19,179,78.8,Catholic,1.14,4th,Political Science,Economics and Finance,54,57,1,1,24409.72846
362130,"Jansen, Rose",Female,19,169,69.5,Other,2.04,1st,Social Sciences,Political Science,NA,NA,0,0,NA
646747,"Cruz, Jesseka",Female,24,147,61.1,Catholic,2,5th,Social Sciences,Mathematics and Statistics,38,48,1,1,13300.1062
220811,"Diamond, Tilane",Female,20,171,69.3,Other,1.77,4th,Biology,Economics and Finance,71,83,1,1,46398.33851
953867,"Robinson III, Alexander",Male,24,192,89.8,Catholic,2.83,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
253489,"Denicola, Juan",Male,18,174,72.8,Catholic,3.02,6th,Political Science,Mathematics and Statistics,63,56,1,1,63199.06624
171978,"Oh, Dre",Male,20,180,82.7,Catholic,2.18,3rd,Biology,Environmental Sciences,76,81,1,0,NA
887942,"Robinson, Morgan",Female,23,163,66.6,Protestant,1.6,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
583135,"Burnett, Raymond",Male,22,188,88,Other,2.22,2nd,Biology,Social Sciences,NA,NA,0,0,NA
805501,"Geraldo, Alexis",Male,21,177,74.1,Catholic,3.12,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
669688,"Shemel, Joshua",Male,22,187,82.7,Catholic,2.38,>6th,Environmental Sciences,Social Sciences,80,79,1,1,37028.64398
409027,"Broussard, Michela",Female,21,164,65.1,Catholic,1.68,4th,Environmental Sciences,Political Science,72,79,0,0,NA
875534,"Atilano, Naznet",Female,19,166,72.1,Protestant,1.89,1st,Political Science,Biology,NA,NA,0,0,NA
501600,"Gonzales, Teresa",Female,21,172,73,Other,3.39,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
362425,"Xie, Armando",Male,23,175,72.9,Protestant,2.22,4th,Biology,Mathematics and Statistics,79,77,0,1,53511.77025
545636,"Ha, Tommy",Male,18,180,79.3,Protestant,1.29,1st,Biology,Economics and Finance,NA,NA,0,0,NA
185820,"Moore Jr, Ivy",Female,23,172,70.3,Other,1.48,3rd,Biology,Mathematics and Statistics,73,83,1,0,NA
808052,"Woods, Savannah",Female,19,171,73.7,Catholic,1.98,4th,Environmental Sciences,Economics and Finance,77,84,1,1,33234.78298
403637,"Walker, Dustin",Male,19,179,81.1,Catholic,1.9,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
919836,"Loo, Ricardo",Male,21,170,73.4,Protestant,1.38,1st,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
303676,"Stoltenberg, Dylan",Male,20,181,82.7,Other,1.53,>6th,Environmental Sciences,Mathematics and Statistics,71,76,1,1,34179.75291
420094,"Vue, Hasller",Male,63,187,86.6,Other,3.53,1st,Economics and Finance,Biology,NA,NA,0,0,NA
722166,"Ruiz, Tamar",Female,22,158,64,Other,3.81,4th,Political Science,Social Sciences,54,55,0,0,NA
462736,"Gutierrez, Manuela",Female,23,158,62.9,Orthodox,1.23,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
764438,"James, Sam",Male,21,182,79.4,Catholic,2.78,3rd,Social Sciences,Environmental Sciences,47,46,1,0,NA
947410,"Wang, Maverick",Male,21,182,84.1,Catholic,1.25,4th,Economics and Finance,Social Sciences,58,64,1,1,57905.8291
566885,"Wright, John",Male,22,180,77.6,Catholic,1.45,2nd,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
535015,"Thomas, Thalia",Female,19,169,69.2,Other,3.2,4th,Social Sciences,Mathematics and Statistics,40,50,1,0,NA
543685,"Casey, Amos",Male,20,182,80.5,Other,1.27,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
846228,"Hernandez, Sidni",Female,19,176,77.8,Catholic,1.58,2nd,Biology,Environmental Sciences,NA,NA,0,0,NA
397350,"Sanchez, Aspen",Female,24,158,65.3,Catholic,1.54,4th,Biology,Political Science,73,82,1,0,NA
607349,"Dobson, Alexa",Female,45,167,71.9,Catholic,3.21,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
